date,prevision,reel,effectif,taux_grevistes,nos,ind,greves_manquantes,menu,ferie,veille_ferie,retour_ferie,vacances,retour_vacances,veille_vacances,inc_grippe,inc_gastro,inc_varicelle,fete_musulmane,ramadan,fete_chretienne,fete_juive,jour,semaine,mois,annee_scolaire,repas_noel,gaspillage_volume,gaspillage_pourcentage,porc,viande,poisson,4_premiers_jours,4_derniers_jours,menu0,menu1,menu2,menu3,menu4,menu5,menu6,menu7,menu8,menu9,menu10,menu11,menu12,menu13
2013-01-22,13315.0,12479.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10949,4990,1195,0.0,0.0,0.0,0.0,Mardi,4,Janvier,2012-2013,0.0,836.0,6.278633120540744,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-01-24,13764.0,12983.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10949,4990,1195,1.0,0.0,0.0,0.0,Jeudi,4,Janvier,2012-2013,0.0,781.0,5.67422260970648,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-01-25,13617.0,12987.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,10949,4990,1195,0.0,0.0,0.0,0.0,Vendredi,4,Janvier,2012-2013,0.0,630.0,4.626569729015202,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-01-28,13040.0,12137.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,9776,1956,422,0.0,0.0,0.0,0.0,Lundi,5,Janvier,2012-2013,0.0,903.0,6.924846625766871,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-01-29,13296.0,12304.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,9776,1956,422,0.0,0.0,0.0,0.0,Mardi,5,Janvier,2012-2013,0.0,992.0,7.460890493381468,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-02-01,13618.0,12755.0,17842.0,4.8,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,9776,1956,422,0.0,0.0,0.0,0.0,Vendredi,5,Fevrier,2012-2013,0.0,863.0,6.337200763695109,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-02-04,13008.0,12078.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,16284,3358,707,0.0,0.0,0.0,0.0,Lundi,6,Fevrier,2012-2013,0.0,930.0,7.149446494464945,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-02-05,13287.0,12580.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,16284,3358,707,0.0,0.0,0.0,0.0,Mardi,6,Fevrier,2012-2013,0.0,707.0,5.320990441785203,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-02-07,13407.0,12569.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,16284,3358,707,0.0,0.0,0.0,0.0,Jeudi,6,Fevrier,2012-2013,0.0,838.0,6.250466174386514,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-02-08,13608.0,12852.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,16284,3358,707,0.0,0.0,0.0,0.0,Vendredi,6,Fevrier,2012-2013,0.0,756.0,5.555555555555555,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-02-11,13002.0,12363.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,11309,2825,1301,0.0,0.0,0.0,0.0,Lundi,7,Fevrier,2012-2013,0.0,639.0,4.914628518689432,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-02-14,13279.0,12773.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,11309,2825,1301,0.0,0.0,0.0,0.0,Jeudi,7,Fevrier,2012-2013,0.0,506.0,3.8105279011973794,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-02-15,13518.0,12404.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,11309,2825,1301,0.0,0.0,0.0,0.0,Vendredi,7,Fevrier,2012-2013,0.0,1114.0,8.240864033140998,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-02-18,12917.0,12342.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,13124,3163,1631,0.0,0.0,0.0,0.0,Lundi,8,Fevrier,2012-2013,0.0,575.0,4.451498025857397,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-02-19,13262.0,12754.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,13124,3163,1631,0.0,0.0,0.0,0.0,Mardi,8,Fevrier,2012-2013,0.0,508.0,3.830493138289851,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-02-21,13411.0,12824.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,13124,3163,1631,0.0,0.0,0.0,0.0,Jeudi,8,Fevrier,2012-2013,0.0,587.0,4.377003951979718,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-02-22,13597.0,12893.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,1.0,13124,3163,1631,0.0,0.0,0.0,0.0,Vendredi,8,Fevrier,2012-2013,0.0,704.0,5.177612708685739,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-03-11,12869.0,12472.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,1.0,0.0,2003,2340,1715,0.0,0.0,0.0,0.0,Lundi,11,Mars,2012-2013,0.0,397.0,3.084932784210117,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-03-12,13130.0,12909.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,2003,2340,1715,0.0,0.0,0.0,0.0,Mardi,11,Mars,2012-2013,0.0,221.0,1.683168316831683,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-03-14,13291.0,12750.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,2003,2340,1715,0.0,0.0,0.0,0.0,Jeudi,11,Mars,2012-2013,0.0,541.0,4.070423594913851,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-03-15,13652.0,13365.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,2003,2340,1715,0.0,0.0,0.0,0.0,Vendredi,11,Mars,2012-2013,0.0,287.0,2.102256079695283,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-03-18,13027.0,12611.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,644,3084,1309,0.0,0.0,1.0,0.0,Lundi,12,Mars,2012-2013,0.0,416.0,3.1933676210946498,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-03-19,13485.0,13300.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,644,3084,1309,0.0,0.0,0.0,0.0,Mardi,12,Mars,2012-2013,0.0,185.0,1.371894697812384,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-03-21,13282.0,12897.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,644,3084,1309,0.0,0.0,0.0,0.0,Jeudi,12,Mars,2012-2013,0.0,385.0,2.898659840385484,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-03-22,13523.0,13249.0,17842.0,0.5,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,644,3084,1309,0.0,0.0,0.0,0.0,Vendredi,12,Mars,2012-2013,0.0,274.0,2.026177623308437,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-03-25,12834.0,12157.0,17842.0,3.466666666666667,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,1088,1260,598,0.0,0.0,1.0,0.0,Lundi,13,Mars,2012-2013,0.0,677.0,5.2750506467196505,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-03-26,13064.0,8695.0,17842.0,5.0,1.0,1.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,1088,1260,598,0.0,0.0,0.0,1.0,Mardi,13,Mars,2012-2013,0.0,4369.0,33.443049601959586,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-03-28,13188.0,7498.0,17842.0,0.6,1.0,1.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,1088,1260,598,0.0,0.0,0.0,0.0,Jeudi,13,Mars,2012-2013,0.0,5690.0,43.14528359114346,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-03-29,13556.0,7551.0,17842.0,0.6,1.0,1.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,1088,1260,598,0.0,0.0,1.0,0.0,Vendredi,13,Mars,2012-2013,0.0,6005.0,44.29772794334612,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-04-02,13075.0,12525.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,1.0,0.0,0.0,0.0,3611,2236,0,0.0,0.0,0.0,0.0,Mardi,14,Avril,2012-2013,0.0,550.0,4.2065009560229445,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-04-03,13323.0,10743.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,3611,2236,0,0.0,0.0,0.0,0.0,Mercredi,14,Avril,2012-2013,0.0,2580.0,19.365007881107857,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-04-04,13336.0,12649.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,3611,2236,0,0.0,0.0,0.0,0.0,Jeudi,14,Avril,2012-2013,0.0,687.0,5.151469706058788,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-04-05,13779.0,13379.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,3611,2236,0,0.0,0.0,0.0,0.0,Vendredi,14,Avril,2012-2013,0.0,400.0,2.902968285071485,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-04-08,12905.0,12308.0,17842.0,6.466666666666668,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,812,3686,0,0.0,0.0,0.0,0.0,Lundi,15,Avril,2012-2013,0.0,597.0,4.626113909337466,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-04-09,13220.0,10375.0,17842.0,6.15,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,812,3686,0,0.0,0.0,0.0,0.0,Mardi,15,Avril,2012-2013,0.0,2845.0,21.520423600605145,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-04-11,13573.0,13186.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,812,3686,0,0.0,0.0,0.0,0.0,Jeudi,15,Avril,2012-2013,0.0,387.0,2.851248802770205,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-04-12,13489.0,12775.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,812,3686,0,0.0,0.0,0.0,0.0,Vendredi,15,Avril,2012-2013,0.0,714.0,5.293201868188895,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-04-15,12983.0,12383.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,145,1778,45,0.0,0.0,0.0,0.0,Lundi,16,Avril,2012-2013,0.0,600.0,4.621428021258569,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-04-16,13325.0,12869.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,145,1778,45,0.0,0.0,0.0,0.0,Mardi,16,Avril,2012-2013,0.0,456.0,3.4221388367729837,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-04-18,13389.0,12834.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,145,1778,45,0.0,0.0,0.0,0.0,Jeudi,16,Avril,2012-2013,0.0,555.0,4.145193815818956,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-04-19,13637.0,13161.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,1.0,145,1778,45,0.0,0.0,0.0,0.0,Vendredi,16,Avril,2012-2013,0.0,476.0,3.4905037764904305,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-05-06,13116.0,12204.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,1.0,0.0,45,2016,522,0.0,0.0,0.0,0.0,Lundi,19,Mai,2012-2013,0.0,912.0,6.953339432753888,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-05-07,13362.0,12336.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,1.0,0.0,0.0,0.0,0.0,45,2016,522,0.0,0.0,0.0,0.0,Mardi,19,Mai,2012-2013,0.0,1026.0,7.678491243825775,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-05-13,13132.0,12661.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,346,2714,384,0.0,0.0,0.0,0.0,Lundi,20,Mai,2012-2013,0.0,471.0,3.586658544014621,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-05-14,13409.0,13023.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,346,2714,384,0.0,0.0,0.0,0.0,Mardi,20,Mai,2012-2013,0.0,386.0,2.8786635841598924,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-05-16,13797.0,13354.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,346,2714,384,0.0,0.0,0.0,0.0,Jeudi,20,Mai,2012-2013,0.0,443.0,3.210842936870334,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-05-17,13682.0,13374.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,346,2714,384,0.0,0.0,0.0,0.0,Vendredi,20,Mai,2012-2013,0.0,308.0,2.2511328753106272,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-05-21,13272.0,12608.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,1.0,0.0,0.0,0.0,0,402,253,0.0,0.0,0.0,0.0,Mardi,21,Mai,2012-2013,0.0,664.0,5.003013863773358,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-05-22,12984.0,10699.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0,402,253,0.0,0.0,0.0,0.0,Mercredi,21,Mai,2012-2013,0.0,2285.0,17.598582871226125,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-05-23,13365.0,12729.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0,402,253,0.0,0.0,0.0,0.0,Jeudi,21,Mai,2012-2013,0.0,636.0,4.758698092031425,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-05-24,13818.0,13266.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0,402,253,0.0,0.0,0.0,0.0,Vendredi,21,Mai,2012-2013,0.0,552.0,3.994789405123752,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-05-27,13097.0,12388.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0,1672,460,0.0,0.0,0.0,0.0,Lundi,22,Mai,2012-2013,0.0,709.0,5.413453462625029,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-05-28,13684.0,13194.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0,1672,460,0.0,0.0,0.0,0.0,Mardi,22,Mai,2012-2013,0.0,490.0,3.5808243203741594,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-05-30,13318.0,12556.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0,1672,460,0.0,0.0,1.0,0.0,Jeudi,22,Mai,2012-2013,0.0,762.0,5.721579816789308,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-05-31,13549.0,12815.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0,1672,460,0.0,0.0,0.0,0.0,Vendredi,22,Mai,2012-2013,0.0,734.0,5.417373975939184,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-06-03,13163.0,12065.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0,2347,943,0.0,0.0,0.0,0.0,Lundi,23,Juin,2012-2013,0.0,1098.0,8.341563473372332,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-06-04,12821.0,11974.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0,2347,943,0.0,0.0,0.0,0.0,Mardi,23,Juin,2012-2013,0.0,847.0,6.606348958739568,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-06-06,13397.0,12437.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0,2347,943,1.0,0.0,0.0,0.0,Jeudi,23,Juin,2012-2013,0.0,960.0,7.165783384339777,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-06-07,13904.0,13329.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0,2347,943,0.0,0.0,0.0,0.0,Vendredi,23,Juin,2012-2013,0.0,575.0,4.135500575373993,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-06-10,12538.0,11639.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0,1507,363,0.0,0.0,0.0,0.0,Lundi,24,Juin,2012-2013,0.0,899.0,7.170202584144201,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-06-11,12756.0,12334.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0,1507,363,0.0,0.0,0.0,0.0,Mardi,24,Juin,2012-2013,0.0,422.0,3.308247099404202,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-06-13,13234.0,12479.0,17842.0,17.366666666666667,3.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0,1507,363,0.0,0.0,1.0,0.0,Jeudi,24,Juin,2012-2013,0.0,755.0,5.705002266888318,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-06-14,13496.0,12597.0,17842.0,17.366666666666667,3.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0,1507,363,0.0,0.0,0.0,0.0,Vendredi,24,Juin,2012-2013,0.0,899.0,6.661232957913456,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-06-17,12920.0,11795.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,145,1618,369,0.0,0.0,0.0,0.0,Lundi,25,Juin,2012-2013,0.0,1125.0,8.707430340557275,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-06-18,13064.0,12390.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,145,1618,369,0.0,0.0,0.0,0.0,Mardi,25,Juin,2012-2013,0.0,674.0,5.159216166564605,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-06-20,13178.0,12345.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,145,1618,369,0.0,0.0,0.0,0.0,Jeudi,25,Juin,2012-2013,0.0,833.0,6.32114129609956,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-06-21,13202.0,12313.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,145,1618,369,0.0,0.0,0.0,0.0,Vendredi,25,Juin,2012-2013,0.0,889.0,6.733828207847296,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-06-24,12763.0,11945.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,509,352,422,0.0,0.0,0.0,0.0,Lundi,26,Juin,2012-2013,0.0,818.0,6.409151453420042,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-06-25,12615.0,11914.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,509,352,422,0.0,0.0,0.0,0.0,Mardi,26,Juin,2012-2013,0.0,701.0,5.55687673404677,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-06-27,12601.0,11403.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,509,352,422,0.0,0.0,0.0,0.0,Jeudi,26,Juin,2012-2013,0.0,1198.0,9.507181969684943,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-06-28,13691.0,12057.0,17842.0,0.6,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,509,352,422,0.0,0.0,0.0,0.0,Vendredi,26,Juin,2012-2013,0.0,1634.0,11.934847710174568,0,0,0,0.0,0.0,,,,,,,,,,,,,,
2013-07-01,12209.0,10591.0,17842.0,3.7,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,653,356,0,0.0,0.0,0.0,0.0,Lundi,27,Juillet,2012-2013,0.0,1618.0,13.25251863379474,0,0,0,0.0,1.0,,,,,,,,,,,,,,
2013-07-02,11339.0,9528.0,17842.0,3.7,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,653,356,0,0.0,0.0,0.0,0.0,Mardi,27,Juillet,2012-2013,0.0,1811.0,15.971426051680044,0,0,0,0.0,1.0,,,,,,,,,,,,,,
2013-07-04,12918.0,11074.0,17842.0,3.7,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,653,356,0,0.0,0.0,0.0,0.0,Jeudi,27,Juillet,2012-2013,0.0,1844.0,14.274655519430253,0,0,0,0.0,1.0,,,,,,,,,,,,,,
2013-07-05,13424.0,11284.0,17842.0,3.7,1.0,0.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,653,356,0,0.0,0.0,0.0,0.0,Vendredi,27,Juillet,2012-2013,0.0,2140.0,15.941597139451728,0,0,0,0.0,1.0,,,,,,,,,,,,,,
2013-09-03,11398.0,10347.0,18243.0,3.7,1.0,0.0,0.0,"['Salade verte / demi-oeuf', 'Paëlla au poulet', 'Fromage blanc / miel']",0.0,0.0,0.0,0.0,0.0,0.0,0,1998,0,0.0,0.0,0.0,0.0,Mardi,36,Septembre,2013-2014,0.0,1051.0,9.220915950166695,0,1,0,1.0,0.0,Salade verte / demi-oeuf, Paëlla au poulet, Fromage blanc / miel,,,,,,,,,,,
2013-09-05,12883.0,12452.0,18243.0,3.7,1.0,0.0,0.0,"['Carottes râpées', 'Rôti de dinde au jus', 'Haricots verts', 'Camembert', 'Banane']",0.0,0.0,0.0,0.0,0.0,0.0,0,1998,0,0.0,0.0,0.0,1.0,Jeudi,36,Septembre,2013-2014,0.0,431.0,3.345494061942094,0,1,0,1.0,0.0,Carottes râpées, Rôti de dinde au jus, Haricots verts, Camembert, Banane,,,,,,,,,
2013-09-06,13345.0,12878.0,18243.0,3.7,1.0,0.0,0.0,"['Melon', 'Pizza', 'Poisson sauce beurre blanc', 'Galettes broco/carottes', 'Edam', 'tarte au citron Boncolac']",0.0,0.0,0.0,0.0,0.0,0.0,0,1998,0,0.0,0.0,0.0,0.0,Vendredi,36,Septembre,2013-2014,0.0,467.0,3.4994379917572123,0,0,0,1.0,0.0,Melon, Pizza, Poisson sauce beurre blanc, Galettes broco/carottes, Edam, tarte au citron Boncolac,,,,,,,,
2013-09-09,13049.0,12475.0,18243.0,11.65,1.5,0.0,0.0,"['pizza', 'Blé , tomate,concombre', 'Haché de volaille/ketchup', 'Petits pois maraîcher', 'St paulin', 'Pomme']",0.0,0.0,0.0,0.0,0.0,0.0,290,2062,316,0.0,0.0,0.0,0.0,Lundi,37,Septembre,2013-2014,0.0,574.0,4.398804506092421,0,1,0,1.0,0.0,pizza, Blé , tomate,concombre, Haché de volaille/ketchup, Petits pois maraîcher, St paulin, Pomme,,,,,,
2013-09-12,13287.0,13028.0,18243.0,3.7,1.0,0.0,0.0,"['Blé , tomate,concombre', 'Sauté de veau marengo', 'Frites', 'Yaourt aromatisé']",0.0,0.0,0.0,0.0,0.0,0.0,290,2062,316,0.0,0.0,0.0,0.0,Jeudi,37,Septembre,2013-2014,0.0,259.0,1.94927372619854,0,1,0,0.0,0.0,Blé , tomate,concombre, Sauté de veau marengo, Frites, Yaourt aromatisé,,,,,,,,
2013-09-13,13482.0,13115.0,18243.0,3.7,1.0,0.0,0.0,"['salade verte au thon', 'Bolognaise de légumes', 'tagliatelles', 'Danette gouter/ait']",0.0,0.0,0.0,0.0,0.0,0.0,290,2062,316,0.0,0.0,0.0,0.0,Vendredi,37,Septembre,2013-2014,0.0,367.0,2.722148049250853,0,0,0,0.0,0.0,salade verte au thon, Bolognaise de légumes, tagliatelles, Danette gouter/ait,,,,,,,,,,
2013-09-16,13084.0,12458.0,18243.0,3.7,1.0,0.0,0.0,"['Pastèque', 'Pilon de poulet', 'Choux fleurs au gratin bonduelle', 'Tomme noire', 'Gâteau aux pépites de chocolat']",0.0,0.0,0.0,0.0,0.0,0.0,145,1891,0,0.0,0.0,0.0,0.0,Lundi,38,Septembre,2013-2014,0.0,626.0,4.784469581167839,0,1,0,0.0,0.0,Pastèque, Pilon de poulet, Choux fleurs au gratin bonduelle, Tomme noire, Gâteau aux pépites de chocolat,,,,,,,,,
2013-09-17,13366.0,12799.0,18243.0,3.7,1.0,0.0,0.0,"['Taboulé', 'Sauté de boeuf Bourguignon', 'carottes vapeur', 'Crème de gruyère', 'Prune']",0.0,0.0,0.0,0.0,0.0,0.0,145,1891,0,0.0,0.0,0.0,0.0,Mardi,38,Septembre,2013-2014,0.0,567.0,4.242106838246297,0,1,0,0.0,0.0,Taboulé, Sauté de boeuf Bourguignon, carottes vapeur, Crème de gruyère, Prune,,,,,,,,,
2013-09-19,13447.0,12849.0,18243.0,3.7,1.0,0.0,0.0,"['Concombres', 'jambon fumé', 'jambon de dinde', 'mogettes', 'Yaourt fermier bio/abricots secs']",0.0,0.0,0.0,0.0,0.0,0.0,145,1891,0,0.0,0.0,0.0,1.0,Jeudi,38,Septembre,2013-2014,0.0,598.0,4.447088569941251,1,1,0,0.0,0.0,Concombres, jambon fumé, jambon de dinde, mogettes, Yaourt fermier bio/abricots secs,,,,,,,,,
2013-09-20,13538.0,13215.0,18243.0,3.7,1.0,0.0,0.0,"['Des de betteraves', 'Cassolette de poisson*', 'Pommes vapeur', 'Emmental', 'Raisin']",0.0,0.0,0.0,0.0,0.0,0.0,145,1891,0,0.0,0.0,0.0,0.0,Vendredi,38,Septembre,2013-2014,0.0,323.0,2.385876791254247,0,0,0,0.0,0.0,Des de betteraves, Cassolette de poisson*, Pommes vapeur, Emmental, Raisin,,,,,,,,,
