date,prevision,reel,effectif,taux_grevistes,nos,ind,greves_manquantes,menu,ferie,veille_ferie,retour_ferie,vacances,retour_vacances,veille_vacances,inc_grippe,inc_gastro,inc_varicelle,fete_musulmane,ramadan,fete_chretienne,fete_juive,jour,semaine,mois,annee_scolaire,repas_noel,gaspillage_volume,gaspillage_pourcentage,porc,viande,poisson,4_premiers_jours,4_derniers_jours,Entrée,Plat,Accompagnement,Fromage,Dessert,Entrée Food Type,Plat Food Type,Accompagnement Food Type,Fromage Food Type,Dessert Food Type,Entrée_Bio,Plat_Bio,Accompagnement_Bio,Fromage_Bio,Dessert_Bio
2011-10-06,12849.0,12471.0,17660.0,0.0,0.0,0.0,0.0,"['salade carnaval', 'mais ( tomates, concombres)', 'omelette', 'Epinards', 'Edam', 'Semoule au lait?']",0.0,0.0,0.0,0.0,0.0,0.0,310,1481,44,0.0,0.0,0.0,0.0,Jeudi,40,Octobre,2011-2012,0.0,378.0,2.9418631800140087,0,0,0,0.0,0.0,['salade carnaval'],['omelette'],"['mais ( tomates', 'concombres)', 'Epinards']",['Edam'],['Semoule au lait?'],['legumes autres'],['oeufs'],"['Mais', 'legumes autres', 'legumes autres']",['Fromage'],['Blé Seigle'],0,0,0,0,0
2011-10-07,12857.0,12618.0,17660.0,0.0,0.0,0.0,0.0,"['Céleri rémoulade/maison', 'Poisson meunière', 'Mousseline potiron', 'fge blanc / spéculoos']",0.0,0.0,0.0,0.0,0.0,0.0,310,1481,44,0.0,0.0,0.0,0.0,Vendredi,40,Octobre,2011-2012,0.0,239.0,1.858909543439372,0,0,0,0.0,0.0,['Céleri rémoulade/maison'],['Poisson meunière'],['Mousseline potiron'],['fge blanc / spéculoos'],,['legumes racines'],['Poissons'],['type chou'],['Lait'],,0,0,0,0,0
2011-10-10,12584.0,12080.0,17660.0,21.200000000000003,2.0,0.0,0.0,"['salade de riz agro', 'saucisses de Francfort', 'chipo de volaille', 'h beurre h plats', 'camenbert', 'pomme']",0.0,0.0,0.0,0.0,0.0,0.0,310,1433,267,0.0,0.0,0.0,0.0,Lundi,41,Octobre,2011-2012,0.0,504.0,4.005085823267642,1,1,0,0.0,0.0,['salade de riz agro'],"['saucisses de Francfort', 'chipo de volaille']",['h beurre h plats'],['camenbert'],['pomme'],['Riz'],"['Porc', 'Volaille']",['legumes autres'],['Fromage'],['fruits autre'],0,0,0,0,0
2011-10-13,12706.0,12330.0,17660.0,0.0,0.0,0.0,0.0,"['choux rouges rapees bio', 'des de pommes', 'boulettes de boeuf', 'semoule aux raisins', 'yaourts aromatises']",0.0,0.0,0.0,0.0,0.0,0.0,310,1433,267,0.0,0.0,0.0,1.0,Jeudi,41,Octobre,2011-2012,0.0,376.0,2.959231858964269,0,1,0,0.0,0.0,['choux rouges rapees bio'],['boulettes de boeuf'],,['yaourts aromatises'],"['des de pommes', 'semoule aux raisins']",['type chou'],['Boeuf'],,['Lait'],"['fruits autre', 'Blé Seigle']",1,0,0,0,0
2011-10-14,13082.0,12734.0,17660.0,0.0,0.0,0.0,0.0,"['quinoa', 'tomate concombre', 'Filet de lieu auce du Perray', 'palets de légumes', 'tome blanche', 'Kiwi']",0.0,0.0,0.0,0.0,0.0,0.0,310,1433,267,0.0,0.0,0.0,0.0,Vendredi,41,Octobre,2011-2012,0.0,348.0,2.66014370891301,0,0,0,0.0,0.0,['tomate concombre'],['Filet de lieu auce du Perray'],"['quinoa', 'palets de légumes']",['tome blanche'],['Kiwi'],['legumes autres'],['Poissons'],"['Legumineuse autre', 'legumes autres']",['Fromage'],['fruits autre'],0,0,0,0,0
2011-10-17,12421.0,11796.0,17660.0,0.0,0.0,0.0,0.0,"['salade pommes de terre et sardines', 'galettes', 'Salade verte', 'yaourt bio']",0.0,0.0,0.0,0.0,0.0,0.0,0,2405,0,0.0,0.0,0.0,0.0,Lundi,42,Octobre,2011-2012,0.0,625.0,5.031800982207551,0,0,0,0.0,0.0,"['salade pommes de terre et sardines', 'Salade verte']",['galettes'],,['yaourt bio'],,"['Poissons', 'legumes autres']",['Blé Seigle'],,['Lait'],,0,0,0,1,0
2011-10-18,12671.0,12286.0,17660.0,0.0,0.0,0.0,0.0,"['Mâche/demi-oeuf', ""Poulet d'Ancenis au jus"", 'Choux fleurs agro', 'Lait ribot', ""P'tit Lu""]",0.0,0.0,0.0,0.0,0.0,0.0,0,2405,0,0.0,0.0,0.0,0.0,Mardi,42,Octobre,2011-2012,0.0,385.0,3.038434219872149,0,1,0,0.0,0.0,['Mâche/demi-oeuf'],['Poulet dAncenis au jus'],"['Choux fleurs agro', 'Lait ribot']",['Ptit Lu'],,['oeufs'],['Volaille'],"['type chou', 'Lait']",['Lait'],,0,0,0,0,0
2011-10-20,12738.0,12261.0,17660.0,0.0,0.0,0.0,0.0,"['betteraves rapées bio', 'jambon fumée', 'jambon de poulet', 'Mogette de VENDEE maison', 'Curé nantais', 'Poire', 'Pomme bio']",0.0,0.0,0.0,0.0,0.0,0.0,0,2405,0,0.0,0.0,0.0,0.0,Jeudi,42,Octobre,2011-2012,0.0,477.0,3.7447008949599625,1,1,0,0.0,0.0,"['betteraves rapées bio', 'jambon fumée', 'jambon de poulet']",,['Mogette de VENDEE maison'],['Curé nantais'],"['Poire', 'Pomme bio']","['legumes racines', 'Porc', 'Volaille']",,['Legumineuse autre'],['Fromage'],"['fruits autre', 'fruits autre']",1,0,0,0,1
2011-10-21,13078.0,12561.0,17660.0,0.0,0.0,0.0,0.0,"['Crêpe au fromage', 'poisson beurre blanc', 'Carottes surgelées', 'Tomme bio', 'Poire']",0.0,0.0,0.0,0.0,0.0,1.0,0,2405,0,0.0,0.0,0.0,1.0,Vendredi,42,Octobre,2011-2012,0.0,517.0,3.953203853800275,0,0,0,0.0,0.0,,"['Crêpe au fromage', 'poisson beurre blanc']",['Carottes surgelées'],['Tomme bio'],['Poire'],,"['Blé Seigle', 'Poissons']",['legumes racines'],['Fromage'],['fruits autre'],0,0,0,1,0
2011-11-03,12843.0,12262.0,17660.0,0.0,0.0,0.0,0.0,"['Potage légumes', 'Lasagnes', 'salade verte', 'Gervais maxi fraise']",0.0,0.0,0.0,0.0,1.0,0.0,0,2107,0,0.0,0.0,0.0,0.0,Jeudi,44,Novembre,2011-2012,0.0,581.0,4.523865140543487,0,1,0,0.0,0.0,"['Potage légumes', 'salade verte']",['Lasagnes'],,['Gervais maxi fraise'],,"['legumes autres', 'legumes autres']",['Blé Seigle'],,['Lait'],,0,0,0,0,0
2011-11-04,13143.0,12714.0,17660.0,0.0,0.0,0.0,0.0,"['Salade de riz maison (riz, mais, tomate)', 'Poisson pané/citron', 'courgette à la tomate', 'Gouda', 'Ananas']",0.0,0.0,0.0,0.0,0.0,0.0,0,2107,0,0.0,0.0,0.0,0.0,Vendredi,44,Novembre,2011-2012,0.0,429.0,3.264094955489614,0,0,0,0.0,0.0,['Salade de riz maison (riz'],['Poisson pané/citron'],"['mais', 'tomate)', 'courgette à la tomate']",['Gouda'],['Ananas'],['Riz'],['Poissons'],"['Mais', 'Tomates', 'legumes autres']",['Fromage'],['fruits autre'],0,0,0,0,0
2011-11-07,12596.0,12060.0,17660.0,13.5,3.0,0.0,0.0,"['Rillettes de  thon', 'Hachis parmentier', 'Salade verte', 'Yaourt bio']",0.0,0.0,0.0,0.0,0.0,0.0,665,3713,0,0.0,0.0,0.0,0.0,Lundi,45,Novembre,2011-2012,0.0,536.0,4.25531914893617,0,1,0,0.0,0.0,"['Rillettes de  thon', 'Salade verte']",['Hachis parmentier'],,['Yaourt bio'],,"['Poissons', 'legumes autres']",['Pomme de terre'],,['Lait'],,0,0,0,1,0
2011-11-08,13250.0,12812.0,17660.0,13.5,3.0,0.0,0.0,"['tarte au fromage', 'Filet de lieu sauce crustacés', 'Brocolis beurre Provençal', 'St Paulin', 'Poire']",0.0,0.0,0.0,0.0,0.0,0.0,665,3713,0,0.0,0.0,0.0,0.0,Mardi,45,Novembre,2011-2012,0.0,438.0,3.3056603773584907,0,0,0,0.0,0.0,,['Filet de lieu sauce crustacés'],['Brocolis beurre Provençal'],['St Paulin'],"['tarte au fromage', 'Poire']",,['Poissons'],['type chou'],['Fromage'],"['Fromage', 'fruits autre']",0,0,0,0,0
2011-11-10,12932.0,12388.0,17660.0,0.0,0.0,1.0,0.0,"['Céleri rémoulade ""maison""', 'Filet de poulet', 'Petits pois', 'riz au lait maison']",0.0,1.0,0.0,0.0,0.0,0.0,665,3713,0,0.0,0.0,0.0,0.0,Jeudi,45,Novembre,2011-2012,0.0,544.0,4.206619239096814,0,1,0,0.0,0.0,['Céleri rémoulade maison'],['Filet de poulet'],['Petits pois'],,['riz au lait maison'],['legumes racines'],['Volaille'],['Legumineuse autre'],,['Riz'],0,0,0,0,0
2011-11-14,12577.0,12045.0,17660.0,0.0,0.0,0.0,0.0,"['Pamplemousse', 'sauté de veau forestier', 'Frites', 'crème vanille']",0.0,0.0,0.0,0.0,0.0,0.0,89,3689,78,0.0,0.0,0.0,0.0,Lundi,46,Novembre,2011-2012,0.0,532.0,4.2299435477458855,0,1,0,0.0,0.0,['Pamplemousse'],['sauté de veau forestier'],['Frites'],,['crème vanille'],['agrumes'],['Veau'],['pomme de terre'],,['Lait'],0,0,0,0,0
2011-11-15,12785.0,12415.0,17660.0,0.0,0.0,0.0,0.0,"['Salade de pâtes aux tomates confites', 'Jambon fumé (s/porc : Blanc de dinde)', 'Marmelade', 'Fromage blanc', 'abricots secs ou dattes']",0.0,0.0,0.0,0.0,0.0,0.0,89,3689,78,0.0,0.0,0.0,0.0,Mardi,46,Novembre,2011-2012,0.0,370.0,2.894016425498631,1,1,0,0.0,0.0,"['Salade de pâtes aux tomates confites', 'Jambon fumé (s/porc : Blanc de dinde)']",,['Marmelade'],['Fromage blanc'],['abricots secs ou dattes'],"['Blé Seigle', 'Volaille']",,['fruits autre'],['Lait'],['fruits autre'],0,0,0,0,0
2011-11-17,12866.0,12332.0,17660.0,0.0,0.0,0.0,0.0,"['Mâche/demi-oeuf', 'Dhal de lentilles', 'Camembert', 'Compote po framboise']",0.0,0.0,0.0,0.0,0.0,0.0,89,3689,78,0.0,0.0,0.0,0.0,Jeudi,46,Novembre,2011-2012,0.0,534.0,4.15047411782994,0,0,0,0.0,0.0,['Mâche/demi-oeuf'],['Dhal de lentilles'],,['Camembert'],['Compote po framboise'],['oeufs'],['Legumineuse autre'],,['Fromage'],['fruits autre'],0,0,0,0,0
2011-11-18,13208.0,12561.0,17660.0,0.0,0.0,0.0,0.0,"['Potage de carottes', 'poisson  meunière', 'ratatouille maison', 'Tomme blanche', 'Clémentines']",0.0,0.0,0.0,0.0,0.0,0.0,89,3689,78,0.0,0.0,0.0,0.0,Vendredi,46,Novembre,2011-2012,0.0,647.0,4.89854633555421,0,0,0,0.0,0.0,['Potage de carottes'],['poisson  meunière'],['ratatouille maison'],['Tomme blanche'],['Clémentines'],['legumes racines'],['Poissons'],['legumes autres'],['Fromage'],['agrumes'],0,0,0,0,0
2011-11-21,12502.0,11855.0,17660.0,5.1,1.0,0.0,0.0,"['Radis /beurre', 'sauté de boeuf sauce Dijonnaise', 'coquillette', 'Tomme bio', 'Pomme']",0.0,0.0,0.0,0.0,0.0,0.0,0,1788,233,0.0,0.0,1.0,0.0,Lundi,47,Novembre,2011-2012,0.0,647.0,5.175171972484402,0,0,0,0.0,0.0,['Radis /beurre'],['sauté de boeuf sauce Dijonnaise'],['coquillette'],['Tomme bio'],['Pomme'],['legumes racines'],['Boeuf'],['Blé Seigle'],['Fromage'],['fruits autre'],0,0,0,1,0
2011-11-22,12825.0,12453.0,17660.0,5.1,1.0,0.0,0.0,"['Concombres vgte', 'rôti de dinde au jus', 'haricots verts', 'Eclair choco', 'Lait fermier']",0.0,0.0,0.0,0.0,0.0,0.0,0,1788,233,0.0,0.0,0.0,0.0,Mardi,47,Novembre,2011-2012,0.0,372.0,2.9005847953216373,0,1,0,0.0,0.0,['Concombres vgte'],['rôti de dinde au jus'],['haricots verts'],['Lait fermier'],['Eclair choco'],['legumes autres'],['Volaille'],['legumes autres'],['Lait'],['Sucre blanc'],0,0,0,0,0
2011-11-24,13006.0,12353.0,17660.0,5.1,1.0,0.0,0.0,"['Pizza fromage', 'Toulouse grillée', 'chipo de volaille', 'chx fleurs becha agro', 'Ananas']",0.0,0.0,0.0,0.0,0.0,0.0,0,1788,233,0.0,0.0,0.0,0.0,Jeudi,47,Novembre,2011-2012,0.0,653.0,5.020759649392588,1,1,0,0.0,0.0,,"['Pizza fromage', 'Toulouse grillée', 'chipo de volaille']",['chx fleurs becha agro'],,['Ananas'],,"['Blé Seigle', 'Saucisse', 'Volaille']",['type chou'],,['fruits autre'],0,0,0,0,0
2011-11-25,13159.0,12696.0,17660.0,5.1,1.0,0.0,0.0,"['Carottes râpées bio', 'des de poisson', 'puree a chaud', 'salade verte', 'yaourt aro', 'Potage tomate vermicelle', 'poisson pané', 'Batonnière d elégumes', 'Morbier', 'Clémentines']",0.0,0.0,0.0,0.0,0.0,0.0,0,1788,233,0.0,0.0,0.0,0.0,Vendredi,47,Novembre,2011-2012,0.0,463.0,3.518504445626568,0,0,0,0.0,0.0,"['Carottes râpées bio', 'salade verte', 'Potage tomate vermicelle']","['des de poisson', 'poisson pané']","['puree a chaud', 'Batonnière d elégumes']","['yaourt aro', 'Morbier']",['Clémentines'],"['legumes racines', 'legumes autres', 'Tomates']","['Poissons', 'Poissons']","['pomme de terre', 'legumes autres']","['Lait', 'Fromage']",['agrumes'],1,0,0,0,0
2011-11-29,12866.0,12370.0,17660.0,5.1,1.0,0.0,0.0,"['des de betteraves', 'des de gruyere', 'Blanquette de veau', 'Riz', 'Kiwi']",0.0,0.0,0.0,0.0,0.0,0.0,311,1582,0,0.0,0.0,0.0,0.0,Mardi,48,Novembre,2011-2012,0.0,496.0,3.8551220270480338,0,1,0,0.0,0.0,['des de betteraves'],['Blanquette de veau'],['Riz'],['des de gruyere'],['Kiwi'],['legumes racines'],['Veau'],['Riz'],['Fromage'],['fruits autre'],0,0,0,0,0
2011-12-01,12950.0,12492.0,17660.0,5.1,1.0,0.0,0.0,"['miette de thon', 'Choux rouges', 'des de jambon', 'des de de dinde', 'coquillettes', 'salade verte', 'danette choc']",0.0,0.0,0.0,0.0,0.0,0.0,311,1582,0,0.0,0.0,0.0,0.0,Jeudi,48,Decembre,2011-2012,0.0,458.0,3.5366795366795367,1,1,0,0.0,0.0,"['miette de thon', 'Choux rouges', 'des de jambon', 'des de de dinde', 'salade verte']",,['coquillettes'],,['danette choc'],"['Poissons', 'type chou', 'Porc', 'Volaille', 'legumes autres']",,['Blé Seigle'],,['Lait'],0,0,0,0,0
2011-12-02,13123.0,12588.0,17660.0,5.1,1.0,0.0,0.0,"['brissure de noix', 'Mâche', 'omelette', 'wok de legumes au quinoa', 'Camembert', 'Tarte au citron']",0.0,0.0,0.0,0.0,0.0,0.0,311,1582,0,0.0,0.0,0.0,0.0,Vendredi,48,Decembre,2011-2012,0.0,535.0,4.076811704640707,0,0,0,0.0,0.0,"['brissure de noix', 'Mâche']","['omelette', 'wok de legumes au quinoa']",,['Camembert'],['Tarte au citron'],"['Arachide', 'legumes autres']","['oeufs', 'legumes autres']",,['Fromage'],['agrumes'],0,0,0,0,0
2011-12-05,12617.0,12004.0,17660.0,5.1,1.0,0.0,0.0,"['mimolette', 'Choux blancs', 'boulettes', 'Couscous', 'Flan gélifié au chocolat']",0.0,0.0,0.0,0.0,0.0,0.0,96,2496,56,1.0,0.0,0.0,0.0,Lundi,49,Decembre,2011-2012,0.0,613.0,4.858524213362923,0,1,0,0.0,0.0,,"['boulettes', 'Couscous']",['Choux blancs'],['mimolette'],['Flan gélifié au chocolat'],,"['Boeuf', 'Blé Seigle']",['type chou'],['Fromage'],['Lait'],0,0,0,0,0
2011-12-06,12901.0,12566.0,17660.0,5.1,1.0,0.0,0.0,"['Crêpe fromage', 'Rôti de porc', 'rôti de dinde', 'Haricots beurre et plats', 'Tome bio', 'Poire']",0.0,0.0,0.0,0.0,0.0,0.0,96,2496,56,0.0,0.0,0.0,0.0,Mardi,49,Decembre,2011-2012,0.0,335.0,2.5966979303929927,1,1,0,0.0,0.0,['Crêpe fromage'],"['Rôti de porc', 'rôti de dinde']",['Haricots beurre et plats'],['Tome bio'],['Poire'],['Fromage'],"['Porc', 'Volaille']",['Legumineuse autre'],['Fromage'],['fruits autre'],0,0,0,1,0
2011-12-09,13217.0,12787.0,17660.0,0.0,0.0,0.0,0.0,"['salade de pâtes aux tomates confites', 'filet de lieu', 'sauce b blanc', 'palet brocolis/carottes', 'st paulin', 'Pomme']",0.0,0.0,0.0,0.0,0.0,0.0,96,2496,56,0.0,0.0,0.0,0.0,Vendredi,49,Decembre,2011-2012,0.0,430.0,3.253385791026708,0,0,0,0.0,0.0,['salade de pâtes aux tomates confites'],['filet de lieu'],"['sauce b blanc', 'palet brocolis/carottes']",['st paulin'],['Pomme'],['legumes autres'],['Poissons'],"['Lait', 'legumes racines']",['Fromage'],['fruits autre'],0,0,0,0,0
2011-12-12,13886.0,12594.0,17660.0,5.4,1.0,0.0,0.0,"['repas de Noel', 'Salade douceur au dés de saumon fumée', ""Sot l'y laisse de dinde"", 'sauce aux baies roses', 'pomme de terre Duchesse', 'chevrotine', 'Dessert Ardélice', ""jus d'oranges"", 'chocolat']",0.0,0.0,0.0,0.0,0.0,0.0,1079,4568,485,0.0,0.0,0.0,0.0,Lundi,50,Decembre,2011-2012,0.0,1292.0,9.304335301742762,0,1,0,0.0,0.0,['Salade douceur au dés de saumon fumée'],"['Sot ly laisse de dinde', 'chevrotine']",['pomme de terre Duchesse'],,"['Dessert Ardélice', 'jus doranges', 'chocolat']",['Poissons'],"['Volaille', 'Volaille']",['pomme de terre'],,"['Lait', 'agrumes', 'Sucre Cannes']",0,0,0,0,0
2011-12-16,13152.0,12707.0,17660.0,5.4,1.0,0.0,0.0,"['potage légumes et croûtons', 'Filet de poisson meunière', 'Epinards à la crème', 'Champanet', 'Banane']",0.0,0.0,0.0,0.0,0.0,1.0,1079,4568,485,0.0,0.0,0.0,0.0,Vendredi,50,Decembre,2011-2012,0.0,445.0,3.383515815085158,0,0,0,0.0,0.0,['potage légumes et croûtons'],['Filet de poisson meunière'],['Epinards à la crème'],['Champanet'],['Banane'],['legumes autres'],['Poissons'],['legumes autres'],['Fromage'],['Banane'],0,0,0,0,0
2012-01-03,12877.0,12162.0,17955.0,5.4,1.0,0.0,0.0,"['Potage tomate', 'hachis parmentier', 'Salade verte', 'Yaourt aro']",0.0,0.0,0.0,0.0,1.0,0.0,1478,5012,363,0.0,0.0,0.0,0.0,Mardi,1,Janvier,2011-2012,0.0,715.0,5.552535528461598,0,1,0,0.0,0.0,"['Potage tomate', 'Salade verte']",['hachis parmentier'],,['Yaourt aro'],,"['Tomates', 'legumes autres']",['pomme de terre'],,['Lait'],,0,0,0,0,0
2012-01-05,12987.0,12473.0,17955.0,0.0,0.0,0.0,0.0,"['mache', 'noix', 'Cassoulet', 'Camembert', 'Kiwi']",0.0,0.0,0.0,0.0,0.0,0.0,1478,5012,363,0.0,0.0,0.0,0.0,Jeudi,1,Janvier,2011-2012,0.0,514.0,3.9578039578039577,1,1,0,0.0,0.0,['mache'],['Cassoulet'],,['Camembert'],"['noix', 'Kiwi']",['legumes autres'],['Haricots blancs'],,['Fromage'],"['Arachide', 'fruits autre']",0,0,0,0,0
2012-01-06,13287.0,13186.0,17955.0,0.0,0.0,0.0,0.0,"['Epiphanie', 'Choux blanc mimolette', 'filet surgele printaniere', 'Batonnière de légumes agro', 'Galette des rois', 'Lait fermier']",0.0,0.0,0.0,0.0,0.0,0.0,1478,5012,363,0.0,0.0,1.0,0.0,Vendredi,1,Janvier,2011-2012,0.0,101.0,0.7601414916836005,0,0,1,0.0,0.0,,"['filet surgele printaniere', 'Galette des rois']","['Choux blanc mimolette', 'Batonnière de légumes agro']",['Lait fermier'],,,"['Poissons', 'Blé Seigle']","['type chou', 'legumes autres']",['Lait'],,0,0,0,0,0
2012-01-09,12629.0,12175.0,17955.0,0.0,0.0,0.0,0.0,"['Endives / demi-oeuf', 'paella de la mer', 'Emmental', 'Compote pomme - framboise']",0.0,0.0,0.0,0.0,0.0,0.0,1190,4469,260,0.0,0.0,0.0,0.0,Lundi,2,Janvier,2011-2012,0.0,454.0,3.594900625544382,0,0,1,0.0,0.0,['Endives / demi-oeuf'],['paella de la mer'],,['Emmental'],['Compote pomme - framboise'],['oeufs'],['Riz'],,['Fromage'],['fruits autre'],0,0,0,0,0
2012-01-10,12797.0,12539.0,17955.0,0.0,0.0,0.0,0.0,"['potage légumes+ croûtons', 'sauté de  boeuf Bourguignon', 'haricots verts', 'chèvre', 'Clémentines']",0.0,0.0,0.0,0.0,0.0,0.0,1190,4469,260,0.0,0.0,0.0,0.0,Mardi,2,Janvier,2011-2012,0.0,258.0,2.01609752285692,0,1,0,0.0,0.0,['potage légumes+ croûtons'],['sauté de  boeuf Bourguignon'],['haricots verts'],['chèvre'],['Clémentines'],['legumes autres'],['Boeuf'],['legumes autres'],['Fromage'],['agrumes'],0,0,0,0,0
2012-01-12,12941.0,12746.0,17955.0,0.0,0.0,0.0,0.0,"['carottes râpées bio', 'rôti de dinde', 'jus de veau', 'purée PdT', 'Yaourt bio']",0.0,0.0,0.0,0.0,0.0,0.0,1190,4469,260,0.0,0.0,0.0,0.0,Jeudi,2,Janvier,2011-2012,0.0,195.0,1.5068387296190402,0,1,0,0.0,0.0,['carottes râpées bio'],"['rôti de dinde', 'jus de veau']",['purée PdT'],['Yaourt bio'],,['legumes racines'],"['Volaille', 'Veau']",['pomme de terre'],['Lait'],,1,0,0,1,0
2012-01-13,13227.0,12966.0,17955.0,0.0,0.0,0.0,0.0,"['citron/tomate', 'Taboulé', 'poisson pané', 'Courgettes à la tomate', 'Crème de gruyère', 'ananas']",0.0,0.0,0.0,0.0,0.0,0.0,1190,4469,260,0.0,0.0,0.0,0.0,Vendredi,2,Janvier,2011-2012,0.0,261.0,1.9732365615785887,0,0,0,0.0,0.0,"['citron/tomate', 'Taboulé']","['poisson pané', 'Crème de gruyère']",['Courgettes à la tomate'],,['ananas'],"['Tomates', 'legumes autres']","['Poissons', 'Fromage']",['legumes autres'],,['fruits autre'],0,0,0,0,0
2012-01-16,12603.0,12095.0,17955.0,0.0,0.0,0.0,0.0,"['Mâche au surimi', 'pâte', 'sauce bolognaise maison', 'gruyère râpée', 'Fromage blanc / abricots secs']",0.0,0.0,0.0,0.0,0.0,0.0,1054,4700,0,0.0,0.0,0.0,0.0,Lundi,3,Janvier,2011-2012,0.0,508.0,4.030786320717289,0,1,0,0.0,0.0,['Mâche au surimi'],,"['pâte', 'sauce bolognaise maison']","['gruyère râpée', 'Fromage blanc / abricots secs']",,['legumes autres'],,"['Blé Seigle', 'Boeuf']","['Fromage', 'Lait']",,0,0,0,0,0
2012-01-17,12999.0,12569.0,17955.0,0.0,0.0,0.0,0.0,"['Choux rouges bio', 'Rôti de porc', 'rôti de dinde au jus', 'Petits pois', 'St Bricet', 'Eclair choco']",0.0,0.0,0.0,0.0,0.0,0.0,1054,4700,0,0.0,0.0,0.0,0.0,Mardi,3,Janvier,2011-2012,0.0,430.0,3.3079467651357795,1,1,0,0.0,0.0,,"['Rôti de porc', 'rôti de dinde au jus']","['Choux rouges bio', 'Petits pois']",['St Bricet'],['Eclair choco'],,"['Porc', 'Volaille']","['type chou', 'Legumineuse autre']",['Fromage'],['Sucre blanc'],0,0,1,0,0
2012-01-19,12982.0,12535.0,17955.0,0.0,0.0,0.0,0.0,"['salade de blé (blé, maïs, tomates)', 'cordon bleu de volaille', 'Choux fleurs béchamel', 'Gouda', 'Kiwi']",0.0,0.0,0.0,0.0,0.0,0.0,1054,4700,0,0.0,0.0,1.0,0.0,Jeudi,3,Janvier,2011-2012,0.0,447.0,3.443229086427361,1,1,0,0.0,0.0,"['salade de blé (blé', 'tomates)']",['cordon bleu de volaille'],"['maïs', 'Choux fleurs béchamel']",['Gouda'],['Kiwi'],"['Blé Seigle', 'Tomates']",['Volaille'],"['Mais', 'type chou']",['Fromage'],['fruits autre'],0,0,0,0,0
2012-01-20,13223.0,12948.0,17955.0,0.0,0.0,0.0,0.0,"['Concombres crème', 'sauce creme', 'Parmentier de poisson maison', 'Salade verte', 'Gervais aro']",0.0,0.0,0.0,0.0,0.0,0.0,1054,4700,0,0.0,0.0,0.0,0.0,Vendredi,3,Janvier,2011-2012,0.0,275.0,2.079709596914467,0,0,1,0.0,0.0,"['Concombres crème', 'Salade verte']",['Parmentier de poisson maison'],['sauce creme'],['Gervais aro'],,"['legumes autres', 'legumes autres']",['pomme de terre'],['Lait'],['Lait'],,0,0,0,0,0
2012-01-23,12867.0,12072.0,17955.0,0.0,0.0,0.0,0.0,"['NOUVEL AN CHINOIS', 'NEMS/salade', 'Emincé de dinde', 'Riz cantonnais', 'salade de fruits exotique']",0.0,0.0,0.0,0.0,0.0,0.0,2398,7088,415,0.0,0.0,0.0,0.0,Lundi,4,Janvier,2011-2012,0.0,795.0,6.178596409419445,0,1,0,0.0,0.0,['NEMS/salade'],"['Emincé de dinde', 'Riz cantonnais']",,,['salade de fruits exotique'],['legumes autres'],"['Volaille', 'Riz']",,,['fruits autre'],0,0,0,0,0
2012-01-24,13227.0,12814.0,17955.0,0.0,0.0,0.0,0.0,"['salade de lentilles bio au gruyère (Lentilles bio, tomate, gruyère)', 'Poisson meunière', 'Batonnière de légumes', 'Pomme bio']",0.0,0.0,0.0,0.0,0.0,0.0,2398,7088,415,0.0,0.0,0.0,0.0,Mardi,4,Janvier,2011-2012,0.0,413.0,3.122401149164588,0,0,0,0.0,0.0,"['salade de lentilles bio au gruyère (Lentilles bio', 'tomate']",['Poisson meunière'],['Batonnière de légumes'],['gruyère)'],['Pomme bio'],"['Legumineuse autre', 'Tomates']",['Poissons'],['legumes autres'],['Fromage'],['fruits autre'],1,0,0,0,1
2012-01-26,13021.0,12538.0,17955.0,0.0,0.0,0.0,0.0,"['Potage tomate vermicelle', 'Rôti de boeuf', 'Haricots verts', 'Tomme chèvre/brebis', 'Banane']",0.0,0.0,0.0,0.0,0.0,0.0,2398,7088,415,0.0,0.0,0.0,0.0,Jeudi,4,Janvier,2011-2012,0.0,483.0,3.709392519775746,0,1,0,0.0,0.0,['Potage tomate vermicelle'],['Rôti de boeuf'],['Haricots verts'],['Tomme chèvre/brebis'],['Banane'],['Tomates'],['Boeuf'],['legumes autres'],['Fromage'],['Banane'],0,0,0,0,0
2012-01-27,13430.0,12812.0,17955.0,0.0,0.0,0.0,0.0,"['salade verte au thon', 'Omelette', 'Tagliatelles ultra résistantes Panzani plus', 'Danette choco/lait']",0.0,0.0,0.0,0.0,0.0,0.0,2398,7088,415,0.0,0.0,0.0,0.0,Vendredi,4,Janvier,2011-2012,0.0,618.0,4.601638123603872,0,0,0,0.0,0.0,['salade verte au thon'],['Omelette'],['Tagliatelles ultra résistantes Panzani plus'],,['Danette choco/lait'],['legumes autres'],['oeufs'],['Blé Seigle'],,['Lait'],0,0,0,0,0
2012-01-30,12706.0,12047.0,17955.0,0.0,0.0,0.0,0.0,"['Carottes râpées', 'lasagnes bolo', 'salade verte', 'Flan caramel']",0.0,0.0,0.0,0.0,0.0,0.0,1910,6580,551,0.0,0.0,0.0,0.0,Lundi,5,Janvier,2011-2012,0.0,659.0,5.186526050684716,0,1,0,0.0,0.0,"['Carottes râpées', 'salade verte']",['lasagnes bolo'],,,['Flan caramel'],"['legumes racines', 'legumes autres']",['Blé Seigle'],,,['Lait'],0,0,0,0,0
